type,id,lat,lon,date,time,severity,description,category,dayOfWeek,weather,roadType,speedLimit,intersection,lightCondition,address,source
CRIME,FBI_CRIME_1758174057436_3853,26.481046,-80.063717,2024-11-07,18:24,0.84,theft crime,theft,Wednesday,,,,,,8157 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051908_1119,26.458539,-80.06941,2024-11-07,17:33,0.53,Pedestrian Accident,pedestrian,Friday,Clear,State Highway,40,TRUE,Dark,7914 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051915_2196,26.443639,-80.091662,2024-11-07,16:38,0.37,Accident,vehicle,Monday,Clear,State Highway,50,FALSE,Dusk,3464 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_2793,26.474654,-80.053438,2024-11-07,16:36,0.89,theft crime,theft,Friday,,,,,,1516 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4515,26.454111,-80.085949,2024-11-07,15:15,0.45,Pedestrian Accident,pedestrian,Thursday,Cloudy,Arterial,45,FALSE,Dawn,611 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3662,26.45277,-80.09554,2024-11-07,14:59,0.39,Accident,vehicle,Saturday,Clear,State Highway,50,FALSE,Dusk,2301 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4636,26.451981,-80.078732,2024-11-07,14:31,0.72,Pedestrian Accident,pedestrian,Tuesday,Fog,City Street,40,FALSE,Dark,2213 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2603,26.467773,-80.09181,2024-11-07,14:05,0.42,theft crime,theft,Monday,,,,,,5965 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4768,26.445857,-80.082337,2024-11-07,13:50,0.52,Accident,vehicle,Sunday,Cloudy,Arterial,35,TRUE,Dark,4159 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1521,26.455838,-80.0539,2024-11-07,13:39,0.6,Accident,vehicle,Saturday,Fog,Arterial,25,FALSE,Daylight,5529 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_472,26.487796,-80.067979,2024-11-07,12:15,0.94,Accident,vehicle,Friday,Cloudy,Arterial,35,FALSE,Daylight,3135 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4160,26.473194,-80.062532,2024-11-07,12:03,0.76,Accident,vehicle,Saturday,Cloudy,Arterial,40,FALSE,Daylight,4931 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3967,26.484861,-80.06903,2024-11-07,11:46,0.94,Accident,vehicle,Tuesday,Cloudy,Arterial,40,FALSE,Dark,2847 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3328,26.439142,-80.081761,2024-11-07,10:22,0.3,burglary crime,burglary,Wednesday,,,,,,5170 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057424_1112,26.469707,-80.062091,2024-11-07,09:51,0.48,burglary crime,burglary,Wednesday,,,,,,480 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4850,26.460502,-80.075484,2024-11-07,07:03,0.65,Accident,vehicle,Friday,Rain,Arterial,45,TRUE,Dusk,8048 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4429,26.45945,-80.09303,2024-11-07,07:01,0.41,Pedestrian Accident,pedestrian,Monday,Rain,Residential,45,FALSE,Dark,2655 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3547,26.475634,-80.073625,2024-11-07,05:49,0.98,Accident,vehicle,Wednesday,Fog,City Street,40,FALSE,Daylight,1110 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_2153,26.479517,-80.082636,2024-11-07,05:25,0.65,other crime,other,Sunday,,,,,,9089 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_728,26.446219,-80.055919,2024-11-07,02:47,0.98,Accident,vehicle,Wednesday,Cloudy,Arterial,35,TRUE,Dawn,1502 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1213,26.46228,-80.043287,2024-11-07,01:30,0.34,other crime,other,Sunday,,,,,,8538 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051912_1585,26.449978,-80.063962,2024-11-07,00:55,0.7,Accident,vehicle,Saturday,Cloudy,City Street,45,FALSE,Daylight,6664 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057419_458,26.481957,-80.063374,2024-11-07,00:41,0.54,theft crime,theft,Monday,,,,,,9965 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051908_1026,26.482164,-80.053518,2024-11-06,23:55,0.69,Accident,vehicle,Thursday,Fog,Arterial,50,FALSE,Dark,9754 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_857,26.474897,-80.049967,2024-11-06,23:07,0.68,vandalism crime,vandalism,Wednesday,,,,,,1257 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051920_3594,26.480043,-80.091643,2024-11-06,22:32,0.35,Accident,vehicle,Thursday,Rain,Residential,40,FALSE,Daylight,8887 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_712,26.461284,-80.064501,2024-11-06,19:57,0.44,robbery crime,robbery,Tuesday,,,,,,1565 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2821,26.468412,-80.090565,2024-11-06,18:07,0.33,Accident,vehicle,Tuesday,Clear,Arterial,30,TRUE,Daylight,7983 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051909_1280,26.455142,-80.080257,2024-11-06,18:06,0.39,Accident,vehicle,Saturday,Fog,Residential,25,TRUE,Dark,445 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2746,26.453745,-80.065781,2024-11-06,17:11,0.31,Pedestrian Accident,pedestrian,Friday,Clear,State Highway,50,TRUE,Dusk,5041 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4058,26.480381,-80.082773,2024-11-06,14:50,0.54,Pedestrian Accident,pedestrian,Saturday,Clear,Arterial,35,TRUE,Dawn,6535 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051913_1806,26.444571,-80.083946,2024-11-06,13:36,0.63,Accident,vehicle,Monday,Fog,Arterial,25,FALSE,Daylight,5805 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3129,26.465218,-80.072661,2024-11-06,11:34,0.38,theft crime,theft,Wednesday,,,,,,5951 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057423_889,26.463421,-80.077815,2024-11-06,11:19,0.32,theft crime,theft,Sunday,,,,,,5358 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057424_1165,26.447556,-80.062415,2024-11-06,11:02,0.33,vandalism crime,vandalism,Sunday,,,,,,4389 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057418_277,26.478189,-80.089319,2024-11-06,10:00,0.71,assault crime,assault,Tuesday,,,,,,3660 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051910_1338,26.443544,-80.072427,2024-11-06,08:36,0.71,Pedestrian Accident,pedestrian,Friday,Rain,Residential,35,TRUE,Dark,7348 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051911_1493,26.447585,-80.079039,2024-11-06,08:18,0.54,Accident,vehicle,Monday,Clear,Arterial,45,FALSE,Daylight,9499 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051910_1329,26.473883,-80.066161,2024-11-06,07:47,0.32,Accident,vehicle,Friday,Cloudy,State Highway,25,FALSE,Dark,6292 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3279,26.442731,-80.076023,2024-11-06,07:42,0.57,Accident,vehicle,Tuesday,Rain,Arterial,30,FALSE,Dusk,8585 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051910_1387,26.471297,-80.061637,2024-11-06,07:23,0.45,Accident,vehicle,Thursday,Cloudy,Arterial,40,TRUE,Daylight,5884 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4783,26.474394,-80.061143,2024-11-06,06:30,0.55,theft crime,theft,Friday,,,,,,7835 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1534,26.445145,-80.061623,2024-11-06,05:09,0.27,burglary crime,burglary,Sunday,,,,,,4207 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4286,26.476935,-80.096589,2024-11-06,03:44,0.67,robbery crime,robbery,Tuesday,,,,,,6308 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4861,26.472975,-80.08134,2024-11-06,03:23,0.51,Accident,vehicle,Friday,Rain,Residential,50,TRUE,Dusk,4952 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_4229,26.465862,-80.052901,2024-11-06,03:18,0.48,assault crime,assault,Monday,,,,,,9244 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1548,26.452431,-80.08217,2024-11-06,02:53,0.22,burglary crime,burglary,Monday,,,,,,8207 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2177,26.478866,-80.073573,2024-11-06,02:13,0.5,vandalism crime,vandalism,Tuesday,,,,,,2863 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2019,26.474487,-80.081676,2024-11-06,00:51,0.78,theft crime,theft,Friday,,,,,,516 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2851,26.447518,-80.083276,2024-11-05,22:20,0.7,Accident,vehicle,Saturday,Cloudy,State Highway,45,TRUE,Dark,1057 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4816,26.462062,-80.05606,2024-11-05,22:14,0.29,robbery crime,robbery,Friday,,,,,,2988 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1186,26.47761,-80.089864,2024-11-05,21:21,0.74,Bicycle Accident,bicycle,Saturday,Fog,City Street,35,FALSE,Daylight,3255 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_1044,26.435353,-80.077442,2024-11-05,20:39,0.49,theft crime,theft,Friday,,,,,,307 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2300,26.476048,-80.054708,2024-11-05,19:41,0.83,robbery crime,robbery,Sunday,,,,,,1719 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4562,26.446157,-80.063068,2024-11-05,18:46,0.22,assault crime,assault,Tuesday,,,,,,5071 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2627,26.454996,-80.048106,2024-11-05,18:15,0.91,Accident,vehicle,Tuesday,Cloudy,City Street,25,FALSE,Dawn,4787 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3281,26.484322,-80.066831,2024-11-05,17:45,0.97,Accident,vehicle,Thursday,Fog,City Street,35,TRUE,Dusk,8902 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051901_87,26.436837,-80.078752,2024-11-05,17:40,0.31,Accident,vehicle,Sunday,Fog,State Highway,25,FALSE,Dusk,7723 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3891,26.448121,-80.072507,2024-11-05,17:12,0.51,Pedestrian Accident,pedestrian,Sunday,Rain,State Highway,35,TRUE,Daylight,8193 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051909_1253,26.453862,-80.05001,2024-11-05,16:47,0.38,Accident,vehicle,Saturday,Fog,City Street,35,TRUE,Dark,2808 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4575,26.488386,-80.071247,2024-11-05,16:12,0.44,theft crime,theft,Wednesday,,,,,,9641 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3353,26.473017,-80.088592,2024-11-05,15:58,0.31,Accident,vehicle,Wednesday,Rain,City Street,40,FALSE,Daylight,3492 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4200,26.461102,-80.057366,2024-11-05,14:41,0.37,Accident,vehicle,Friday,Clear,City Street,40,TRUE,Daylight,7158 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057440_4986,26.44367,-80.093671,2024-11-05,13:54,0.54,robbery crime,robbery,Wednesday,,,,,,2970 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3169,26.477168,-80.060382,2024-11-05,12:53,0.73,Accident,vehicle,Sunday,Rain,Residential,45,FALSE,Dark,2553 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3292,26.461073,-80.069286,2024-11-05,12:31,0.86,Accident,vehicle,Tuesday,Cloudy,Arterial,40,TRUE,Dusk,1067 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051902_205,26.486513,-80.077609,2024-11-05,12:30,0.57,Pedestrian Accident,pedestrian,Friday,Clear,City Street,40,FALSE,Dawn,7497 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3691,26.45127,-80.060222,2024-11-05,11:29,0.93,burglary crime,burglary,Monday,,,,,,1665 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051912_1677,26.443379,-80.070183,2024-11-05,10:06,0.68,Accident,vehicle,Tuesday,Rain,Arterial,45,FALSE,Dark,5509 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051904_573,26.477134,-80.052266,2024-11-05,10:01,0.48,Accident,vehicle,Monday,Cloudy,Residential,30,FALSE,Dark,5046 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3724,26.483527,-80.074535,2024-11-05,08:21,0.47,Accident,vehicle,Thursday,Rain,Arterial,25,TRUE,Daylight,8997 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057425_1242,26.454536,-80.092135,2024-11-05,08:16,0.55,robbery crime,robbery,Friday,,,,,,1295 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057428_1856,26.480855,-80.065985,2024-11-05,08:13,0.47,burglary crime,burglary,Monday,,,,,,5966 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2002,26.449448,-80.07542,2024-11-05,08:05,0.63,Accident,vehicle,Wednesday,Rain,City Street,35,TRUE,Daylight,6260 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3591,26.466763,-80.099126,2024-11-05,08:00,0.65,Accident,vehicle,Saturday,Cloudy,Arterial,30,TRUE,Daylight,55 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_2146,26.45458,-80.100679,2024-11-05,07:22,0.7,vandalism crime,vandalism,Monday,,,,,,6243 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_2852,26.465276,-80.063132,2024-11-05,07:00,0.56,Accident,vehicle,Friday,Rain,Arterial,50,TRUE,Dawn,2817 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051911_1470,26.436613,-80.074035,2024-11-05,06:55,0.44,Accident,vehicle,Sunday,Rain,City Street,35,TRUE,Dark,5788 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4787,26.457061,-80.071573,2024-11-05,06:22,0.44,vandalism crime,vandalism,Tuesday,,,,,,2 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057421_755,26.471316,-80.064592,2024-11-05,06:15,0.63,robbery crime,robbery,Tuesday,,,,,,3132 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_882,26.448234,-80.049545,2024-11-05,05:01,0.8,Accident,vehicle,Saturday,Rain,State Highway,50,FALSE,Daylight,3468 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057425_1377,26.482246,-80.071922,2024-11-05,05:01,0.39,other crime,other,Wednesday,,,,,,9648 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4396,26.445919,-80.080901,2024-11-05,04:17,0.35,assault crime,assault,Thursday,,,,,,428 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_1967,26.48657,-80.075957,2024-11-05,03:55,0.97,Accident,vehicle,Monday,Fog,Arterial,45,FALSE,Dark,8830 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_791,26.477437,-80.09221,2024-11-05,02:34,0.5,other crime,other,Friday,,,,,,772 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1547,26.435326,-80.070424,2024-11-05,02:33,0.23,vandalism crime,vandalism,Tuesday,,,,,,8131 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4064,26.487169,-80.076752,2024-11-05,01:41,0.37,Accident,vehicle,Tuesday,Cloudy,Residential,40,FALSE,Dusk,1926 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3301,26.450381,-80.091088,2024-11-04,23:18,0.79,Accident,vehicle,Wednesday,Cloudy,Arterial,40,TRUE,Dark,240 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4900,26.48376,-80.061119,2024-11-04,21:19,0.23,robbery crime,robbery,Thursday,,,,,,1985 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4136,26.445978,-80.066934,2024-11-04,21:00,0.53,Pedestrian Accident,pedestrian,Saturday,Clear,State Highway,40,FALSE,Dawn,9127 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057436_3811,26.448443,-80.054361,2024-11-04,19:55,0.57,burglary crime,burglary,Sunday,,,,,,6738 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057421_812,26.471622,-80.078152,2024-11-04,19:00,0.77,robbery crime,robbery,Saturday,,,,,,6542 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_3011,26.467732,-80.045634,2024-11-04,18:33,0.89,Accident,vehicle,Wednesday,Cloudy,Residential,45,TRUE,Dark,8775 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2760,26.441049,-80.076399,2024-11-04,18:01,0.96,Accident,vehicle,Wednesday,Fog,Arterial,25,FALSE,Dusk,6341 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051910_1337,26.465042,-80.092259,2024-11-04,17:04,0.7,Accident,vehicle,Monday,Cloudy,State Highway,30,FALSE,Dark,3508 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2551,26.467667,-80.074765,2024-11-04,15:47,0.89,burglary crime,burglary,Friday,,,,,,5257 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051905_680,26.458536,-80.096156,2024-11-04,14:36,0.97,Accident,vehicle,Thursday,Clear,Arterial,25,FALSE,Dusk,9728 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2289,26.47917,-80.05257,2024-11-04,13:08,0.61,Accident,vehicle,Saturday,Fog,City Street,35,FALSE,Dusk,3808 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057440_4943,26.481885,-80.054582,2024-11-04,12:30,0.31,assault crime,assault,Friday,,,,,,1526 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057421_803,26.470991,-80.07194,2024-11-04,12:26,0.55,assault crime,assault,Wednesday,,,,,,3795 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2143,26.487654,-80.078313,2024-11-04,10:25,0.95,robbery crime,robbery,Tuesday,,,,,,7588 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057434_3335,26.462891,-80.055726,2024-11-04,10:24,0.5,other crime,other,Thursday,,,,,,7307 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057431_2696,26.462422,-80.04667,2024-11-04,10:11,0.48,burglary crime,burglary,Friday,,,,,,4243 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057416_83,26.475302,-80.092768,2024-11-04,09:37,0.94,burglary crime,burglary,Saturday,,,,,,7719 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057433_3153,26.472121,-80.062295,2024-11-04,09:34,0.78,other crime,other,Thursday,,,,,,2574 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2575,26.447795,-80.087889,2024-11-04,09:14,0.42,Accident,vehicle,Wednesday,Rain,State Highway,35,TRUE,Dawn,6107 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_999,26.468524,-80.07846,2024-11-04,08:41,0.83,theft crime,theft,Wednesday,,,,,,2435 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_3060,26.467689,-80.059054,2024-11-04,08:39,0.57,Accident,vehicle,Saturday,Rain,City Street,35,FALSE,Dusk,2339 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057426_1561,26.471847,-80.096196,2024-11-04,07:43,0.8,burglary crime,burglary,Wednesday,,,,,,5942 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4284,26.481124,-80.081986,2024-11-04,07:29,0.36,other crime,other,Saturday,,,,,,775 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4522,26.465058,-80.091944,2024-11-04,05:30,0.78,Accident,vehicle,Sunday,Cloudy,Arterial,50,TRUE,Dark,4618 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4167,26.476445,-80.071098,2024-11-04,05:17,0.9,Accident,vehicle,Tuesday,Cloudy,Residential,25,TRUE,Dark,3998 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051913_1883,26.485347,-80.064918,2024-11-04,03:59,0.79,Pedestrian Accident,pedestrian,Sunday,Clear,State Highway,45,FALSE,Dusk,5533 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_2169,26.443864,-80.070332,2024-11-04,03:43,0.49,vandalism crime,vandalism,Monday,,,,,,7233 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4511,26.467465,-80.053962,2024-11-04,03:21,0.72,Accident,vehicle,Tuesday,Cloudy,Residential,35,FALSE,Dark,8498 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057440_4950,26.475166,-80.08795,2024-11-03,21:50,0.26,theft crime,theft,Monday,,,,,,2787 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2201,26.48057,-80.07367,2024-11-03,21:44,0.7,robbery crime,robbery,Friday,,,,,,5415 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2091,26.444197,-80.089442,2024-11-03,21:40,0.28,assault crime,assault,Monday,,,,,,5581 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4404,26.47772,-80.070909,2024-11-03,20:35,0.31,vandalism crime,vandalism,Sunday,,,,,,7299 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3596,26.474457,-80.094103,2024-11-03,19:15,0.63,assault crime,assault,Monday,,,,,,408 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_1939,26.460316,-80.061136,2024-11-03,17:28,0.82,burglary crime,burglary,Tuesday,,,,,,6721 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1760,26.447279,-80.092834,2024-11-03,15:07,0.66,Pedestrian Accident,pedestrian,Thursday,Rain,State Highway,25,FALSE,Daylight,5719 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051923_4316,26.479562,-80.090587,2024-11-03,14:56,0.53,Accident,vehicle,Saturday,Rain,City Street,35,FALSE,Daylight,3281 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_876,26.462201,-80.059925,2024-11-03,14:34,0.48,other crime,other,Tuesday,,,,,,881 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_782,26.455341,-80.044711,2024-11-03,14:31,0.78,Accident,vehicle,Monday,Rain,Residential,25,TRUE,Dark,215 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051907_815,26.475796,-80.075294,2024-11-03,14:16,0.78,Accident,vehicle,Sunday,Clear,City Street,50,FALSE,Dark,8925 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051908_1010,26.461164,-80.08293,2024-11-03,14:04,0.81,Accident,vehicle,Saturday,Fog,State Highway,25,FALSE,Dusk,2104 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057435_3588,26.468937,-80.052134,2024-11-03,13:56,0.75,vandalism crime,vandalism,Thursday,,,,,,4653 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4964,26.453007,-80.080303,2024-11-03,13:40,0.43,Accident,vehicle,Sunday,Rain,State Highway,45,FALSE,Dusk,4353 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4644,26.44165,-80.072095,2024-11-03,12:26,0.56,Accident,vehicle,Friday,Fog,Residential,25,FALSE,Dusk,5533 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2548,26.460415,-80.064088,2024-11-03,12:20,0.83,Pedestrian Accident,pedestrian,Friday,Rain,Arterial,35,FALSE,Dawn,238 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_706,26.4727,-80.098666,2024-11-03,11:58,0.3,robbery crime,robbery,Tuesday,,,,,,2665 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2987,26.476539,-80.049999,2024-11-03,11:17,0.66,vandalism crime,vandalism,Sunday,,,,,,5862 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051908_1030,26.470178,-80.067141,2024-11-03,09:54,0.96,Bicycle Accident,bicycle,Friday,Cloudy,City Street,30,FALSE,Dark,7664 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_400,26.461495,-80.08751,2024-11-03,08:38,0.89,Bicycle Accident,bicycle,Thursday,Fog,Arterial,30,FALSE,Dusk,5899 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051915_2239,26.461776,-80.050085,2024-11-03,07:10,0.94,Accident,vehicle,Friday,Rain,Arterial,45,FALSE,Dusk,4576 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_2156,26.470524,-80.068577,2024-11-03,05:29,0.79,robbery crime,robbery,Thursday,,,,,,5705 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4500,26.447608,-80.059749,2024-11-03,05:06,0.41,Accident,vehicle,Wednesday,Cloudy,State Highway,35,FALSE,Daylight,8281 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057437_4247,26.464422,-80.05951,2024-11-03,05:00,0.94,burglary crime,burglary,Monday,,,,,,6191 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3636,26.450242,-80.085943,2024-11-03,03:30,0.29,other crime,other,Sunday,,,,,,3518 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051907_910,26.463977,-80.056428,2024-11-03,01:31,0.32,Accident,vehicle,Sunday,Fog,State Highway,45,TRUE,Dusk,9063 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2755,26.463733,-80.084927,2024-11-02,23:11,0.35,Accident,vehicle,Friday,Fog,City Street,35,FALSE,Dark,4769 Jog Rd,FDOT_REAL
